conversion,conversionAjustada2punto2Kg,mortalidadPor,noDePollosMuertos,pesoFinalPolloG,gananciaPesoDiaG,AD3Engrode,AD3Inicio,AD3Preinicio,consumoAjustadoA2punto2Kg,consumoDiaPolloG,consumoTotalPolloG,duracionEngordeDias,ea,edadAjustadaA2punto2Kg,edadEnDias,feep,ip,n,noPollitos,empresa,granja,municipio
1.59,1.62,0.09,1852,2061.37,48.39,0,0,0,3580.81,76.87,3275.07,42.6,129.74,44.45,43,277.44,81.66,54268,27132, Avicola  Miluc  Ltda. , Recuerdos  I ,Sabana
1.68,1.7,0.02,734,2090.6,50.41,0,0,0,3756.53,84.48,3503.42,41.47,124.75,42.88,41,294.2,74.44,54285,30498, Avicola  Miluc  Ltda. ,Recreo,
1.69,1.7,0.05,1747,2162.54,50.24,0,0,0,3733.87,84.75,3647.72,43.04,128.21,43.53,43,281.62,76.01,54294,35314, Avicola  Miluc  Ltda. , Villa  Aleja  I ,Guayabal
1.7,1.73,0.08,1605,2086.07,49.39,0,0,0,3816.3,84.02,3548.53,42.24,122.63,43.73,42,267.2,72.09,54303,22134, Avicola  Miluc  Ltda. , Villa  Anita , La  Mesa 
1.64,1.64,0.04,2368,2200.42,54.18,0,0,0,3616.04,89.06,3616.97,40.61,133.86,40.61,41,314.72,81.44,54315,55237, Avicola  Miluc  Ltda. , Santa  Rita ,Guayabal
1.66,1.68,0.02,592,2094.28,50.74,0,0,0,3712.07,84.08,3470.37,41.27,126.38,42.63,41,299.92,76.27,54317,29478, Avicola  Miluc  Ltda. , Pedregal  IV ,Tibacuy-Silvania
1.59,1.61,0.08,2062,2093.8,52.26,0,0,0,3565.62,83.17,3332.41,40.07,131.56,41.38,40,302.27,82.66,54334,31212, Avicola  Miluc  Ltda. , Recuerdos  III ,Sabana
1.54,1.57,0.08,3062,2031.13,51.96,0,0,0,3480.42,79.77,3118.44,39.09,132.29,41.17,39,312.68,86.17,54338,37842, Avicola  Miluc  Ltda. , Delicias  I ,Fusa
1.6,1.62,0.07,1015,2103.79,54.46,0,0,0,3573.2,87.01,3361.46,38.63,131.67,39.78,39,315.96,82.4,54342,15467, Avicola  Miluc  Ltda. , Delicias  IV ,Fusa
1.55,1.56,0.04,2110,2177.88,55.65,0,0,0,3427.92,86.39,3381.22,39.14,140.28,39.4,39,341.4,90.36,54363,53346, Avicola  Miluc  Ltda. , Santa  Lucia ,Guayabal
1.63,1.66,0.05,1632,2041.15,50.77,0,0,0,3679.31,82.57,3319.36,40.2,125.52,42.21,40,295.92,77.18,54395,40775, Avicola  Miluc  Ltda. ,Santanamo,Guayabal
1.53,1.55,0.04,2442,2100.75,52.08,0,0,0,3421.57,79.63,3212.41,40.34,137.38,41.58,40,326.14,89.84,54460,61914, Avicola  Miluc  Ltda. , Santa  Rita ,Guayabal
1.57,1.58,0.04,1184,2140.61,54.33,0,0,0,3489.31,85.32,3361.69,39.4,136.31,40.12,39,330.97,86.8,54461,29860, Avicola  Miluc  Ltda. ,Recreo,
1.66,1.7,0.03,651,2025.25,51.58,0,0,0,3761.2,85.49,3356.4,39.26,122.2,41.43,39,302.9,73.74,54227,25092, Avicola  Miluc  Ltda. , Pedregal  II ,Tibacuy-Silvania
1.63,1.63,0.02,1564,2209.3,53.61,0,0,0,3585.8,87.52,3606.33,41.21,135.35,41.1,41,321.25,82.92,54230,47226, Avicola  Miluc  Ltda. , Villa  Aleja  II ,Guayabal
1.61,1.63,0.08,1711,2117.89,51.93,0,0,0,3594.31,83.23,3412.55,40.78,131.44,41.81,41,296.78,81.57,54237,28513, Avicola  Miluc  Ltda. , Recuerdos  II ,Sabana
1.6,1.62,0.04,1529,2148.76,55.64,0,0,0,3559.71,89.26,3447.37,38.62,133.93,39.23,39,331.27,83.48,54288,36720, Avicola  Miluc  Ltda. , Guayana  I ,Anolaima
1.66,1.66,0.03,1079,2236.89,51.63,0,0,0,3641.61,85.96,3724.33,43.33,134.35,42.86,43,302.11,80.69,54295,47634, Avicola  Miluc  Ltda. , Villa  Aleja  II ,Guayabal
1.61,1.61,0.05,1388,2214.35,52.32,0,0,0,3544.1,84.47,3575.4,42.33,137.14,42.15,42,308.37,84.93,54302,32844, Avicola  Miluc  Ltda. , Recuerdos  III ,Sabana
1.63,1.6,0.05,570,2303.75,55.85,0,0,0,3520.07,90.79,3744.99,41.25,141.72,40.01,41,326.92,87.18,54309,14951, Avicola  Miluc  Ltda. , Delicias  IV ,Fusa
1.63,1.59,0.04,1926,2378.7,55.28,0,0,0,3495.14,90.17,3879.79,43.03,145.84,40.85,43,326.06,89.41,54311,53958, Avicola  Miluc  Ltda. , Santa  Ana ,Anolaima
1.69,1.68,0.05,3520,2240.19,53.29,0,0,0,3703.36,90.28,3795.01,42.04,132.24,41.54,42,295.57,78.06,54314,65524, Avicola  Miluc  Ltda. , Vergel  Miluc. ,Guayabal
1.54,1.53,0.07,3474,2271.22,55.08,0,0,0,3354.11,84.91,3501.23,41.24,147.33,40.38,41,332.18,95.57,54336,52020, Avicola  Miluc  Ltda. , Buenos  Aires  I ,Sabana
1.61,1.62,0.04,3199,2181.91,53.81,0,0,0,3555.33,86.71,3515.71,40.55,135.41,40.77,41,318.87,84.04,54354,77340, Avicola  Miluc  Ltda. ,Rosade,Barbosa-Santander
1.5,1.52,0.05,2473,2064.69,55.23,0,0,0,3368.88,82.61,3088.14,37.38,138.04,38.96,37,349.39,92.29,54374,52632, Avicola  Miluc  Ltda. , Delicias  III ,Fusa
1.62,1.67,0.03,1270,1981.87,49.56,0,0,0,3712.17,80.36,3213.47,39.99,122.23,42.78,40,295.74,75.38,54385,38658, Avicola  Miluc  Ltda. , Pedregal  IV ,Tibacuy-Silvania
1.56,1.56,0.13,3807,2193.25,54.11,0,0,0,3427.91,84.23,3413.64,40.53,140.91,40.62,41,301.47,90.54,54401,30396, Avicola  Miluc  Ltda. , Recuerdos  I ,Sabana
1.65,1.66,0.1,2141,2168.81,52.16,0,1,0,3656.62,86.26,3586.36,41.58,131.16,41.97,42,283.05,79.31,54206,28621, Avicola  Miluc  Ltda. , Recuerdos  II ,Sabana
1.71,1.75,0.03,535,2039.98,50.96,0,1,0,3864.34,87.02,3483.5,40.03,119.46,42.05,40,288.36,69.96,54214,21828, Avicola  Miluc  Ltda. , Villa  Anita , La  Mesa 
1.57,1.6,0.1,4795,2070.76,55.27,0,0,0,3530.81,86.73,3249.77,37.47,131.95,38.98,37,316.56,84.08,54243,51052, Avicola  Miluc  Ltda. , Delicias  III ,Fusa
1.65,1.66,0.05,1999,2139.02,52.52,0,0,0,3665.77,86.63,3528.09,40.73,129.68,41.49,41,301.93,78.63,54264,38448, Avicola  Miluc  Ltda. , Marisol  II ,Mesitas
1.71,1.73,0.02,1190,2106.59,48.26,0,0,0,3814.95,82.37,3595.48,43.65,123.43,44.91,44,278.19,72.31,54281,51918, Avicola  Miluc  Ltda. , Pedregal  III ,Tibacuy-Silvania
1.72,1.73,0.09,4968,2147.86,52.03,0,0,0,3818.19,89.52,3695.58,41.28,124.83,41.94,41,275.91,72.55,54282,65484, Avicola  Miluc  Ltda. , La  Cabaña ,Tibacuy-Silvania
1.57,1.59,0.03,1862,2093.46,52.05,0,0,0,3517.81,81.72,3286.99,40.22,133.33,41.55,40,320.55,84.92,54310,67014, Avicola  Miluc  Ltda. ,Carimagua,Anolaima
1.68,1.67,0.05,3450,2249.79,53.14,0,0,0,3663.34,89.19,3775.66,42.34,134.06,41.72,42,299.5,79.88,54321,72012, Avicola  Miluc  Ltda. ,Rosade,Barbosa-Santander
1.72,1.73,0.06,3715,2128.99,48.58,0,0,0,3822.83,83.42,3655.63,43.82,123.99,44.78,44,263.03,72.21,54351,66198, Avicola  Miluc  Ltda. , Pedregal  III ,Tibacuy-Silvania
1.6,1.61,0.05,682,2182.56,54.92,0,0,0,3538.24,88.08,3500.23,39.74,136.09,39.95,40,319,84.86,54409,14280, Avicola  Miluc  Ltda. , Delicias  IV ,Fusa
1.63,1.65,0.06,2317,2093.6,51.82,0,0,0,3642.21,84.25,3403.53,40.4,128.78,41.73,40,301.69,79.22,54463,38681, Avicola  Miluc  Ltda. , Pedregal  I ,Tibacuy-Silvania
1.56,1.57,0.05,1934,2154.5,53.2,0,0,0,3467.13,83.21,3369.96,40.5,137.74,41.06,41,323.69,88.06,54466,38250, Avicola  Miluc  Ltda. , Pedregal  IV ,Tibacuy-Silvania
1.77,1.78,0.16,4209,2160.09,46.76,0,1,0,3930.69,82.99,3834.07,46.2,121.7,46.76,46,220.98,68.56,54178,29067, Avicola  Miluc  Ltda. , Recuerdos  II ,Sabana
1.7,1.69,0.04,1808,2216.77,51.79,0,1,0,3721.5,87.84,3759.95,42.8,130.7,42.59,43,294.03,77.06,54183,54162, Avicola  Miluc  Ltda. , Santa  Ana ,Anolaima
1.58,1.59,0.06,2915,2183.05,57.71,0,1,0,3492.16,91.36,3455.7,37.83,137.91,38.02,38,342.15,87.12,54213,50184, Avicola  Miluc  Ltda. , Santa  Ana ,Anolaima
1.55,1.56,0.05,3365,2149.73,56.15,0,0,0,3434.15,86.91,3327.82,38.29,138.87,38.88,38,344.48,89.71,54224,76326, Avicola  Miluc  Ltda. , Santa  Catalina ,Anolaima
1.61,1.65,0.04,820,2005.82,56.76,0,0,0,3671.34,91.47,3232.28,35.34,124.47,37.52,35,339.28,77.24,54231,18115, Avicola  Miluc  Ltda. , Marisol  I ,Mesitas
1.59,1.61,0.04,631,2102.17,50.56,0,0,0,3561.45,80.5,3346.86,41.58,132.04,42.83,42,306.15,82.93,54247,20196, Avicola  Miluc  Ltda. , Villa  Anita , La  Mesa 
1.65,1.68,0.04,1523,2090.17,53.79,0,0,0,3706.65,88.94,3455.92,38.86,126.41,40.18,39,310.89,76.46,54261,37758, Avicola  Miluc  Ltda. , Villa  Aleja  II ,Guayabal
1.62,1.67,0.02,743,1983.62,51.26,0,0,0,3712.12,83.14,3217.43,38.7,122.29,41.38,39,308.86,75.4,54265,33339, Avicola  Miluc  Ltda. , Pedregal  II ,Tibacuy-Silvania
1.67,1.69,0.07,3160,2101.61,51.85,0,0,0,3725.57,86.34,3499.81,40.54,126.2,41.77,41,288.99,75.78,54276,53754, Avicola  Miluc  Ltda. , Delicias  III ,Fusa
1.58,1.59,0.06,3695,2198.89,56.15,0,0,0,3487.12,88.99,3484.74,39.16,138.75,39.18,39,332.96,87.55,54324,67728, Avicola  Miluc  Ltda. , Santa  Catalina ,Anolaima
1.59,1.58,0.03,1928,2230.97,57.27,0,0,0,3472.23,90.83,3538.45,38.96,140.66,38.6,39,346.6,88.69,54364,65688, Avicola  Miluc  Ltda. , Marisol  II ,Mesitas
1.65,1.68,0.03,1682,2076.9,48.22,0,0,0,3707.36,79.55,3426.29,43.07,125.89,44.72,43,283.75,76.31,54379,54265, Avicola  Miluc  Ltda. , Santa  Rita ,Guayabal
1.61,1.63,0.04,960,2106.83,51.83,0,0,0,3608.02,83.66,3400.98,40.65,130.51,41.82,41,304.58,80.85,54473,22440, Avicola  Miluc  Ltda. , La  Caleña  Mil. ,
1.69,1.69,0.04,1911,2177.86,50.19,0,1,0,3723.97,84.66,3673.19,43.39,129.13,43.68,43,285.06,76.56,54175,51340, Avicola  Miluc  Ltda. , Santa  Lucia ,Guayabal
1.66,1.68,0.03,914,2108.41,51.53,0,1,0,3706.24,85.47,3497.18,40.92,127.11,42.08,41,301.05,76.64,54194,37723, Avicola  Miluc  Ltda. , Guayana  I ,Anolaima
1.71,1.69,0.06,4190,2306.49,52.47,0,1,0,3706.09,89.84,3949.15,43.96,134.71,42.61,44,287.21,78.68,54196,72434, Avicola  Miluc  Ltda. , Santa  Catalina ,Anolaima
1.67,1.68,0.03,1429,2142.03,51.67,0,1,0,3701.79,86.11,3569.64,41.46,128.54,42.19,41,299.22,77.13,54201,45994, Avicola  Miluc  Ltda. , Marisol  II ,Mesitas
1.65,1.72,0.02,760,1914.57,48.59,0,1,0,3832.22,80.16,3158.55,39.4,116.05,43.08,39,287.76,70.35,54216,31212, Avicola  Miluc  Ltda. , La  Choco , La  Mesa 
1.66,1.69,0.04,999,2028.32,49.23,0,0,0,3753.87,81.48,3356.97,41.2,122.55,43.43,41,285.37,74.05,54255,28665, Avicola  Miluc  Ltda. , San  Miguel  II ,Anolaima
1.56,1.59,0.04,1220,2033.52,52.9,0,0,0,3524.05,82.27,3162.71,38.44,130.75,40.46,38,326.87,84.07,54257,36797, Avicola  Miluc  Ltda. , Guayana  I ,Anolaima
1.57,1.6,0.04,2133,2052.24,50.23,0,0,0,3540.73,78.78,3218.51,40.85,130.86,42.75,41,306.75,83.44,54272,49776, Avicola  Miluc  Ltda. , Buenos  Aires  II ,Sabana
1.62,1.62,0.08,2953,2178.04,54.95,0,0,0,3572.73,88.92,3524.39,39.63,134.6,39.9,40,312.07,83.18,54289,39168, Avicola  Miluc  Ltda. , Guayana  II ,Anolaima
1.67,1.68,0.03,1052,2165.2,52.45,0,0,0,3701.02,87.74,3621.68,41.28,129.44,41.72,41,303.18,77.39,54312,30682, Avicola  Miluc  Ltda. ,Recreo,
1.66,1.67,0.02,697,2192.59,54.21,0,0,0,3666.62,90.25,3649.89,40.44,131.72,40.54,40,317.91,79.12,54326,31262, Avicola  Miluc  Ltda. , Villa  Aleja  I ,Guayabal
1.6,1.61,0.03,628,2142.64,51.86,0,0,0,3543.48,82.73,3418.3,41.32,134.3,42.04,41,319.72,84.18,54362,18666, Avicola  Miluc  Ltda. , Marisol  I ,Mesitas
1.59,1.62,0.08,2690,2075.51,51.37,0,0,0,3583.11,81.89,3308.39,40.4,130.21,41.97,40,289.94,81.68,54369,33864, Avicola  Miluc  Ltda. , Recuerdos  III ,Sabana
1.52,1.55,0.04,1318,2068.47,55.51,0,0,0,3420.61,84.35,3143.53,37.27,136.11,38.8,37,350.2,89.56,54378,30294, Avicola  Miluc  Ltda. ,Recreo,
1.61,1.63,0.03,2011,2143.29,51.19,0,0,0,3586.61,82.67,3461.34,41.87,132.71,42.6,42,306.48,82.18,54381,60488, Avicola  Miluc  Ltda. , La  Cabaña ,Tibacuy-Silvania
1.59,1.61,0.06,2381,2118.39,55.63,0,0,0,3540.62,88.31,3362.66,38.08,133.45,39.04,38,327.75,84.07,54386,40494, Avicola  Miluc  Ltda. , Guayana  I ,Anolaima
1.52,1.55,0.04,2196,2067.29,51.41,0,0,0,3420.17,78.11,3140.63,40.21,136.08,41.88,40,325.88,89.57,54388,73875, Avicola  Miluc  Ltda. , Santa  Catalina ,Anolaima
1.52,1.56,0.03,901,2020.54,53.68,0,0,0,3449.07,81.51,3067.87,37.64,133.08,39.78,38,343.09,87.65,54389,33966, Avicola  Miluc  Ltda. , Villa  Libia  M. ,
1.64,1.66,0.04,1042,2111.11,50.87,0,0,0,3656.52,83.29,3456.34,41.5,128.95,42.64,42,297.7,78.76,54399,25257, Avicola  Miluc  Ltda. , Santo  Domingo ,
1.68,1.64,0.1,3811,2397.26,51.95,0,1,0,3597.42,87.43,4034.44,46.15,142.44,43.58,46,278.32,84.64,54174,43344, Avicola  Miluc  Ltda. , Buenos  Aires  II ,Sabana
1.63,1.65,0.06,1510,2111.21,47.95,0,1,0,3643.98,78.23,3444.7,44.03,129.39,45.24,44,275.46,79.3,54176,24617, Avicola  Miluc  Ltda. , Recuerdos  I ,Sabana
1.67,1.65,0.05,3564,2317.4,53.77,0,1,0,3612.78,89.88,3873.99,43.1,138.63,41.65,43,304.74,82.93,54185,74407, Avicola  Miluc  Ltda. , Delicias  II ,Fusa
1.57,1.6,0.09,3544,2046.62,49.02,0,0,0,3538.11,76.28,3203.9,41.75,130.74,43.76,42,286.25,83.51,54234,48400, Avicola  Miluc  Ltda. , Buenos  Aires  II ,Sabana
1.61,1.62,0.07,1249,2123.07,51.07,0,0,0,3581.56,81.23,3411.86,41.57,132.11,42.55,42,296.8,82.21,54236,25092, Avicola  Miluc  Ltda. , Recuerdos  I ,Sabana
1.57,1.62,0.03,1986,1976.78,51.29,0,0,0,3594.27,80.43,3100.15,38.54,126.05,41.3,39,315.78,80.37,54256,69812, Avicola  Miluc  Ltda. , Santa  Catalina ,Anolaima
1.57,1.62,0.06,1717,1985.08,49.14,0,0,0,3591.99,77.15,3116.53,40.4,126.44,43.17,40,293.56,80.54,54270,33048, Avicola  Miluc  Ltda. , Recuerdos  III ,Sabana
1.66,1.7,0.05,819,2004.15,49.07,0,0,0,3778.69,81.37,3322.91,40.84,120.88,43.38,41,281.04,72.9,54279,22236, Avicola  Miluc  Ltda. , Villa  Anita , La  Mesa 
1.61,1.63,0.07,1957,2120.54,50.5,0,0,0,3590.51,81.33,3414.8,41.99,131.68,43.01,42,291.77,81.77,54301,28764, Avicola  Miluc  Ltda. , Recuerdos  II ,Sabana
1.56,1.59,0.06,1722,2046.27,52.09,0,0,0,3517.87,81.08,3184.8,39.28,131.48,41.18,39,306.42,84.47,54367,27846, Avicola  Miluc  Ltda. , Recuerdos  I ,Sabana
1.49,1.52,0.06,853,2065.54,57.31,0,0,0,3358.19,85.46,3080.09,36.04,138.52,37.55,36,359.93,92.89,54375,14547, Avicola  Miluc  Ltda. , Delicias  IV ,Fusa
1.54,1.55,0.03,1573,2149.79,52.69,0,0,0,3415.43,81.12,3309.8,40.8,139.63,41.43,41,331.04,90.69,54396,55949, Avicola  Miluc  Ltda. , Santa  Lucia ,Guayabal
1.7,1.73,0.11,7283,2093.13,53.52,0,1,0,3819.07,91.22,3567.71,39.11,122.8,40.41,39,279.57,72.05,54210,68845, Avicola  Miluc  Ltda. , Delicias  II ,Fusa
1.57,1.57,0.04,2009,2203.12,54.28,0,1,0,3455.06,85.29,3461.68,40.59,140.21,40.55,41,332.43,89.24,54217,55571, Avicola  Miluc  Ltda. , Santa  Rita ,Guayabal
1.68,1.72,0.04,1091,2046.01,51.14,0,1,0,3806.97,86.14,3445.93,40.01,121.48,41.94,40,290.6,72.13,54223,29172, Avicola  Miluc  Ltda. , San  Miguel  II ,Anolaima
1.51,1.54,0.03,662,2090.83,49.91,0,0,0,3394.4,75.59,3166.18,41.89,138.07,43.31,42,320.37,91.18,54249,27062, Avicola  Miluc  Ltda. , La  Choco , La  Mesa 
1.59,1.63,0.04,1445,2041.57,51.71,0,0,0,3602.92,82.36,3251.38,39.48,128.19,41.44,39,310.55,80.49,54251,46696, Avicola  Miluc  Ltda. , Pedregal  III ,Tibacuy-Silvania
1.66,1.67,0.06,3332,2154.74,55.62,0,0,0,3671.19,92.12,3568.86,38.74,130.1,39.28,39,314.91,78.55,54252,73236, Avicola  Miluc  Ltda. ,Rosade,Barbosa-Santander
1.7,1.73,0.06,3161,2056.11,49.11,0,0,0,3824.55,83.25,3485.64,41.87,121.29,43.76,42,273.02,71.54,54283,65809, Avicola  Miluc  Ltda. , Vergel  Miluc. ,Guayabal
1.61,1.62,0.04,2258,2122.75,53.57,0,0,0,3583.49,86.14,3413,39.62,132.03,40.56,40,319.56,82.12,54299,55756, Avicola  Miluc  Ltda. , Santa  Lucia ,Guayabal
1.71,1.71,0.07,2026,2175.39,47.39,0,0,0,3766.64,80.8,3709.55,45.91,127.57,46.25,46,259.54,74.81,54319,59262, Avicola  Miluc  Ltda. , Pedregal  III ,Tibacuy-Silvania
1.63,1.65,0.07,3538,2120.53,50.13,0,0,0,3645.46,81.97,3467.05,42.3,129.7,43.33,42,284.11,79.33,54320,47030, Avicola  Miluc  Ltda. ,Cimiento,Barbosa-Santander
1.57,1.58,0.12,5582,2136.5,53.14,0,0,0,3486.32,83.32,3349.98,40.21,136.26,40.99,40,298.12,86.9,54371,48042, Avicola  Miluc  Ltda. , Buenos  Aires  II ,Sabana
1.68,1.71,0.05,2997,2035.26,50.18,0,0,0,3796.94,84.11,3411.7,40.56,121.41,42.67,41,284.48,72.43,54380,64362, Avicola  Miluc  Ltda. , Vergel  Miluc. ,
1.77,1.7,0.07,2215,2521.02,53.52,0,1,0,3722.8,94.65,4458.81,47.11,142.54,42.99,47,282.58,80.59,54186,37434, Avicola  Miluc  Ltda. , Delicias  I ,Fusa
1.83,1.87,0.13,8283,2023.66,46.04,0,1,0,4146.07,84.09,3695.78,43.95,110.81,46.4,44,220.45,60.67,54187,68524, Avicola  Miluc  Ltda. , Vergel  Miluc. ,Guayabal
1.67,1.7,0.23,7997,2095.41,49.54,0,1,0,3744.21,82.82,3503.02,42.3,125.34,43.67,42,227.95,74.98,54188,32686, Avicola  Miluc  Ltda. , La  Choco , La  Mesa 
1.76,1.77,0.07,2628,2151.92,51.06,0,1,0,3895.99,89.7,3780.61,42.15,122.49,42.77,42,269.52,69.72,54189,36152, Avicola  Miluc  Ltda. , San  Miguel  I ,Anolaima
1.65,1.67,0.03,989,2100.64,51.86,0,1,0,3681.06,85.31,3455.82,40.51,127.69,41.75,41,305.31,77.62,54197,43860, Avicola  Miluc  Ltda. , Guayana  II ,Anolaima
1.65,1.68,0.03,1152,2097.57,52.31,0,1,0,3698.5,86.41,3465.19,40.1,126.97,41.37,40,307.04,76.86,54221,31518, Avicola  Miluc  Ltda. ,Recreo,
1.61,1.63,0.03,543,2100.2,51.9,0,0,0,3596.26,83.4,3375.21,40.47,130.68,41.72,40,313.85,81.32,54239,28993, Avicola  Miluc  Ltda. ,Recreo,
1.71,1.76,0.08,2059,1979.06,48.01,0,0,0,3909.85,81.94,3377.84,41.22,115.95,44.14,41,259.21,67.94,54254,29580, Avicola  Miluc  Ltda. , San  Miguel  I ,Anolaima
1.69,1.72,0.05,1595,2059.22,52.05,0,0,0,3809.13,87.93,3478.87,39.56,121.89,41.31,40,292.09,72.15,54274,38556, Avicola  Miluc  Ltda. , Delicias  I ,Fusa
1.71,1.71,0.09,6032,2179.62,53.11,0,0,0,3768.71,90.67,3721.4,41.04,127.66,41.3,41,284.14,74.77,54307,75786, Avicola  Miluc  Ltda. , Delicias  II ,Fusa
1.69,1.69,0.05,2442,2222.72,52.48,0,0,0,3715.25,88.95,3767.24,42.35,131.14,42.07,42,294.45,77.38,54323,41922, Avicola  Miluc  Ltda. , Guayana  II ,Anolaima
1.57,1.59,0.07,1692,2132.29,53.5,0,0,0,3502.36,84.22,3356.32,39.85,135.47,40.68,40,314.72,86.06,54335,30702, Avicola  Miluc  Ltda. , Recuerdos  III ,Sabana
1.61,1.64,0.07,3385,2069.92,50.47,0,0,0,3624.34,81.29,3333.97,41.01,128.51,42.68,41,287.85,79.79,54341,51204, Avicola  Miluc  Ltda. , Delicias  III ,Fusa
1.62,1.65,0.03,1067,2061.38,51.15,0,0,0,3642.06,82.66,3331.13,40.3,127.56,42.05,40,306.67,78.94,54343,37536, Avicola  Miluc  Ltda. ,Carimagua,Anolaima
1.65,1.68,0.04,2275,2042.77,48.8,0,0,0,3726.97,80.4,3366.07,41.86,123.97,43.93,42,284.5,75.23,54346,64974, Avicola  Miluc  Ltda. , Vergel  Miluc. ,
1.62,1.64,0.02,652,2113.15,52.31,0,0,0,3614.31,84.68,3420.99,40.4,130.53,41.48,40,315.45,80.63,54348,32640, Avicola  Miluc  Ltda. ,Recreo,
1.69,1.71,0.02,976,2102.27,48.44,0,0,0,3770.57,81.65,3543.62,43.4,124.72,44.71,43,275.62,73.99,54350,40392, Avicola  Miluc  Ltda. , Pedregal  II ,Tibacuy-Silvania
1.62,1.61,0.05,1978,2250.91,54.5,0,0,0,3532.06,88.2,3642.8,41.3,139.09,40.69,41,319.2,85.94,54355,42738, Avicola  Miluc  Ltda. , Guayana  I ,Anolaima
1.63,1.64,0.05,1127,2150.52,50.98,0,0,0,3619.65,83.2,3509.35,42.18,131.78,42.82,42,296.79,80.76,54361,23025, Avicola  Miluc  Ltda. , Villa  Anita , La  Mesa 
1.63,1.65,0.04,818,2112.92,49.72,0,0,0,3641.98,81.11,3446.64,42.5,129.53,43.64,42,291.57,79.41,54365,22542, Avicola  Miluc  Ltda. , Santo  Domingo ,
1.6,1.62,0.03,446,2115.13,51.87,0,0,0,3567.69,82.91,3381.21,40.78,132.31,41.85,41,314.17,82.77,54390,21930, Avicola  Miluc  Ltda. ,Tesoro,
1.67,1.69,0.05,1077,2089.96,53.32,0,0,0,3739.29,88.93,3485.88,39.2,125.3,40.54,39,304.74,75.13,54471,22508, Avicola  Miluc  Ltda. , Villa  Anita , La  Mesa 
1.71,1.72,0.03,1032,2123.29,50.51,0,1,0,3803.29,86.21,3623.6,42.03,124.42,43.02,42,285.99,72.9,54195,35394, Avicola  Miluc  Ltda. , Villa  Aleja  I ,Guayabal
1.71,1.72,0.06,2109,2128.58,53.43,0,1,0,3798.42,91.15,3631.35,39.84,124.77,40.71,40,294.85,73.14,54209,36720, Avicola  Miluc  Ltda. , Delicias  I ,Fusa
1.72,1.75,0.06,2516,2054.07,50.33,0,0,0,3882.4,86.58,3533.47,40.81,119.41,42.68,41,275.57,69.41,54287,48629, Avicola  Miluc  Ltda. ,Cimiento,Barbosa-Santander
1.78,1.81,0.08,2393,2069.72,46.95,0,0,0,3994.8,83.34,3674.28,44.09,116.59,45.88,44,242.88,65.67,54290,37173, Avicola  Miluc  Ltda. , Pedregal  I ,Tibacuy-Silvania
1.66,1.68,0.04,1533,2116.33,51.23,0,0,0,3712.26,85.24,3520.96,41.31,127.21,42.37,41,295.71,76.46,54296,38556, Avicola  Miluc  Ltda. ,Santanamo,Guayabal
1.65,1.64,0.07,3287,2223.09,52.58,0,0,0,3607.69,86.54,3658.98,42.28,135.07,41.99,42,297.98,82.06,54305,51918, Avicola  Miluc  Ltda. , Buenos  Aires  II ,Sabana
1.63,1.65,0.03,1849,2116.79,53.01,0,0,0,3644.32,86.58,3457.57,39.93,129.59,40.96,40,316.26,79.34,54313,60792, Avicola  Miluc  Ltda. , La  Cabaña ,Tibacuy-Silvania
1.55,1.58,0.04,3218,2083.34,52.79,0,0,0,3484.62,81.96,3234.26,39.46,134.2,40.89,39,325.01,86.44,54339,77520, Avicola  Miluc  Ltda. , Delicias  II ,Fusa
1.57,1.57,0.05,3824,2171.06,53.42,0,0,0,3463.33,83.71,3401.59,40.64,138.57,41,41,319.49,88.44,54357,71298, Avicola  Miluc  Ltda. , Santa  Catalina ,Anolaima
1.6,1.61,0.03,1138,2152.11,52.82,0,0,0,3541.79,84.37,3437.32,40.74,134.74,41.34,41,319.12,84.36,54359,34782, Avicola  Miluc  Ltda. , Villa  Aleja  I ,
1.55,1.55,0.04,1669,2180.03,54.28,0,0,0,3414.53,83.98,3372.53,40.16,140.92,40.41,40,338.03,91.09,54360,46699, Avicola  Miluc  Ltda. , Villa  Aleja  II ,
1.56,1.58,0.08,5832,2089.17,55.7,0,0,0,3499.54,86.93,3260.67,37.51,133.86,38.8,38,326.03,85.76,54373,74562, Avicola  Miluc  Ltda. , Delicias  II ,Fusa
1.53,1.53,0.08,2299,2195.77,53.86,0,0,0,3361.55,82.24,3352.79,40.77,143.8,40.83,41,321.77,94.18,54402,28356, Avicola  Miluc  Ltda. , Recuerdos  II ,Sabana
1.58,1.58,0.07,5175,2188.43,53.31,0,0,0,3474.19,84.03,3449.42,41.05,138.84,41.2,41,313.88,88.09,54459,75582, Avicola  Miluc  Ltda. ,Carimagua,Anolaima
1.64,1.63,0.04,1353,2252.15,53.17,0,0,0,3587.31,87.41,3702.51,42.36,136.99,41.72,42,310.56,83.33,54470,32232, Avicola  Miluc  Ltda. , Villa  Libia  M. ,
1.71,1.71,0.19,5121,2218.01,47.75,0,1,0,3757.63,81.8,3799.31,46.45,129.49,46.2,46,226.86,75.59,54179,32587, Avicola  Miluc  Ltda. , Recuerdos  III ,Sabana
1.79,1.8,0.19,13006,2135.54,47.43,0,1,0,3978.54,84.86,3820.59,45.02,119.37,45.91,45,215.97,66.72,54191,77467, Avicola  Miluc  Ltda. ,Rosade,Barbosa-Santander
